br_pr_D1,tr_pr_D0,tr_hpr_D0,Volume_D10,Volume_D9,Volume_D8,Volume_D7,Volume_D6,Volume_D5,Volume_D4,Volume_D3,Volume_D2,Volume_D1,tr_vol_D0,lpr_D10,lpr_D9,lpr_D8,lpr_D7,lpr_D6,lpr_D5,lpr_D4,lpr_D3,lpr_D2,lpr_D1
2740,2775,3040,524952,261266,125761,541178,247299,346047,1442467,331845,3553701,2024861,13644915,2405,2435,2415,2500,2500,2500,2565,2550,2555,2685
1530,1595,1730,3314773,2368673,1537743,3127278,3246661,2865197,2748620,1794066,2488086,4810877,20006728,1475,1480,1445,1495,1505,1510,1490,1500,1520,1475
10700,11000,11450,609898,323711,1055342,518570,2306405,1956626,870161,921449,721344,560561,1258812,9730,9550,10100,10150,10200,11650,11350,11300,10950,10650
4450,4550,4700,116525,55795,112447,83399,83581,1321993,113282,78535,75695,135436,1066658,4120,4155,4200,4195,4165,4190,4295,4290,4290,4250
1585,1640,2040,3047248,1263815,285134,757787,173309,134053,135742,563788,238222,357763,38316094,1500,1580,1560,1580,1575,1575,1565,1565,1555,1570
3025,3115,3280,2734202,2546187,4963970,17363821,4924718,1666751,1871174,2954208,1210624,3442536,8860111,2780,2800,2810,2880,2960,2900,2905,2860,2965,2975
2555,2590,2985,213083,208735,146755,315915,209723,753795,389606,155591,152445,294775,7363999,2370,2330,2400,2380,2360,2380,2425,2345,2415,2460
66800,67100,69700,111654,110548,84184,76094,45775,49220,61520,174855,75212,159747,266890,64900,64300,63600,63000,63000,63400,63000,64600,64500,65600
1885,1915,2400,3053581,17727344,5780301,3890945,2939994,2701102,24703429,8666809,2029307,1247977,37956788,2225,2075,1970,1940,1870,1700,1765,1870,1800,1840
5020,5390,5640,516780,230809,469553,380560,255330,171884,904090,304531,197781,254356,4535388,4930,5010,4970,4980,4905,4840,4895,4995,5020,5000
4575,4675,4930,1316577,996689,852737,663789,461644,471608,305010,422228,417026,1067786,2939131,4755,4550,4450,4540,4510,4330,4300,4260,4370,4335
11700,12200,14450,509392,287422,213567,256150,160494,259391,169746,156196,113811,86704,4281217,11650,12100,12000,11950,11650,11100,11400,11750,11700,11500
1220,1280,1325,1049771,1232039,734804,777106,2209415,661132,4010855,2439457,1814289,4921647,11538938,1185,1190,1175,1190,1130,1130,1145,1170,1210,1205
3725,3820,4130,1426289,850305,1135884,1637137,1366740,682837,643502,615934,1188071,1938068,8850852,3805,3825,3845,3825,3650,3615,3560,3540,3600,3635
12550,12950,13150,499913,730936,522298,432400,347111,630974,285504,495031,366548,452017,828644,12800,12900,12700,12400,12600,12550,12650,12150,12300,12200
23400,24000,25850,1192445,595926,1030222,953541,587191,655299,547296,935433,966961,8608540,3529724,23150,23050,22300,22300,22900,23050,23200,22850,23450,23300
26000,26450,28300,288888,162689,548678,482614,353591,181142,241790,111400,139486,147323,1230041,25500,24450,25000,26300,26550,26500,26000,25250,25300,25900
21150,21450,23550,105673,88759,142333,88422,139134,439196,657714,230558,136687,240691,1793259,18800,18450,18550,18800,19300,19200,20350,20150,20100,19950
1830,1850,1960,326809,127028,241750,213026,152580,245722,195052,122295,402170,277849,2305279,1745,1740,1775,1790,1790,1760,1755,1790,1795,1815
2240,2315,2575,95903,64697,78610,50734,63524,52985,69132,97671,115738,519148,12945809,2130,2115,2145,2165,2170,2165,2160,2175,2205,2205
50300,51400,51700,1127836,1919118,1322379,3632546,1200200,1283581,1042676,3411804,1528170,1065768,1053198,49850,50200,51200,52100,53200,52300,51800,49350,50500,50100
58000,58400,61200,93587,105091,56835,91613,123933,56614,278389,148502,249041,105706,588548,58100,57600,57900,57500,56600,56900,56900,58400,57900,57700
2330,2420,2740,645068,1274233,731043,950016,449322,346916,754048,785000,2560340,5174621,44076921,2220,2235,2260,2145,2115,2175,2215,2245,2270,2310
1305,1395,1570,309795,358792,532026,261845,307470,548823,706376,389760,374520,410395,65601191,1260,1275,1300,1285,1275,1305,1295,1305,1310,1295
5510,5690,6100,770451,310418,314163,294872,260010,245721,180015,293329,341002,194035,5234119,5550,5700,5500,5400,5410,5450,5420,5470,5350,5460
70600,71200,73000,362463,137712,177884,191064,561586,272734,358208,251639,145375,529864,871441,68000,69100,69100,69600,70200,71400,68600,67500,67400,67700
5680,5720,5980,747821,2291657,1981522,1520726,2655580,1801215,4212153,2538317,1634590,3348384,6280793,5180,5170,5190,5320,5260,5310,5360,5490,5360,5390
9230,9330,9600,230638,322887,223020,230132,322522,216479,1241832,1223827,3263662,1096531,1953134,8720,8720,8730,8700,8800,8630,8790,8750,8890,9050
5460,5600,5860,93749,74182,83145,630140,152562,155384,114746,245963,122068,112677,1946974,5430,5420,5420,5410,5410,5470,5420,5360,5380,5400
9300,9590,10200,322887,223020,230132,322522,216479,1241832,1223827,3263662,1096531,1953134,4346458,8720,8730,8700,8800,8630,8790,8750,8890,9050,9140
16050,16300,16750,2073572,3419935,2790804,3972630,3201044,2622275,2371499,4343309,2354866,2525210,5146930,16400,16500,16700,16100,15800,15850,15650,15500,15800,15750
9010,9290,9670,207464,309264,325371,639224,269121,378049,308324,203026,165683,574944,1702991,9320,9380,9370,9310,9220,8750,8610,8610,8640,8970
10300,10650,11150,317111,836272,313979,334701,286654,332473,342080,538728,279403,353220,1102588,10500,10750,10500,10400,10150,9990,10000,10100,10050,10000
5760,5860,6380,708806,955193,945334,1084724,830296,5330868,30583837,7188798,4151062,2578766,14729285,5260,5280,5250,5260,5130,5020,5380,5700,5680,5750
1365,1400,1470,1641888,1649412,1521765,1735975,2267887,15585320,9327291,3002881,5465439,4199456,19556227,1295,1275,1265,1240,1230,1240,1315,1315,1305,1310
39950,40800,46600,1082055,620907,557585,629262,629823,1255136,754188,2026976,1441178,1224273,9089863,37600,37400,36050,35100,34000,34000,35300,36200,38950,39500
5970,6250,6370,1084724,830296,5330868,30583837,7188798,4151062,2578766,14729285,4821799,8577677,5438940,5260,5130,5020,5380,5700,5680,5750,5860,5880,5750
44300,44000,46300,361394,221576,195779,308146,383111,359385,516320,439182,400519,452097,834550,42250,41800,41400,41400,41800,40500,43150,43550,42600,41500
44300,44000,46300,361394,221576,195779,308146,383111,359385,516320,439182,400519,452097,834550,42250,41800,41400,41400,41800,40500,43150,43550,42600,41500
5970,6250,6370,1084724,830296,5330868,30583837,7188798,4151062,2578766,14729285,4821799,8577677,5438940,5260,5130,5020,5380,5700,5680,5750,5860,5880,5750
3260,3355,3755,758077,783584,662485,2358223,6189127,30417963,4416004,23006472,12623428,3833251,24697687,2840,2800,2805,2805,2940,3210,3070,2975,3285,3235
11100,11250,11800,4936697,2906182,2399419,5897520,2076277,2139089,1793282,3051459,2319653,3134760,3945620,10350,10100,9770,10350,10450,10600,10100,9910,10700,10750
3260,3355,3755,758077,783584,662485,2358223,6189127,30417963,4416004,23006472,12623428,3833251,24697687,2840,2800,2805,2805,2940,3210,3070,2975,3285,3235
11100,11250,11800,4936697,2906182,2399419,5897520,2076277,2139089,1793282,3051459,2319653,3134760,3945620,10350,10100,9770,10350,10450,10600,10100,9910,10700,10750
5840,6080,6150,30583837,7188798,4151062,2578766,14729285,4821799,8577677,5438940,4064396,2372558,5816371,5380,5700,5680,5750,5860,5880,5750,5950,5800,5780
5800,5920,6200,3348384,6280793,3107280,3483658,1954809,2768722,4390088,2948409,2945356,2226069,8874533,5390,5680,5710,5510,5600,5590,5490,5790,5610,5720
5840,6080,6150,30583837,7188798,4151062,2578766,14729285,4821799,8577677,5438940,4064396,2372558,5816371,5380,5700,5680,5750,5860,5880,5750,5950,5800,5780
5800,5920,6200,3348384,6280793,3107280,3483658,1954809,2768722,4390088,2948409,2945356,2226069,8874533,5390,5680,5710,5510,5600,5590,5490,5790,5610,5720
13900,14150,14800,924452,1344659,1528766,619096,910960,894969,637033,688063,1394557,1025271,1087081,13800,13900,13200,13500,13100,12900,13100,13000,13650,13500
13900,14150,14800,924452,1344659,1528766,619096,910960,894969,637033,688063,1394557,1025271,1087081,13800,13900,13200,13500,13100,12900,13100,13000,13650,13500
13950,14250,14950,1344659,1528766,619096,910960,894969,637033,688063,1394557,1025271,1087081,2131405,13900,13200,13500,13100,12900,13100,13000,13650,13500,13800
13950,14250,14950,1344659,1528766,619096,910960,894969,637033,688063,1394557,1025271,1087081,2131405,13900,13200,13500,13100,12900,13100,13000,13650,13500,13800
10600,10850,11300,223944,344042,137486,104402,215608,130623,285344,842165,965730,229297,1017372,9270,9600,9990,10000,10150,10200,10350,9750,9930,10500
10600,10850,11300,223944,344042,137486,104402,215608,130623,285344,842165,965730,229297,1017372,9270,9600,9990,10000,10150,10200,10350,9750,9930,10500
50900,51500,52100,745657,1005197,946901,1154032,676661,621706,1103557,1311887,953886,815849,1134665,47050,46900,48600,49200,48650,48500,48350,49650,50400,50000
14400,15100,16500,106198,148512,100916,50843,82159,64230,79302,63826,83993,106574,2376834,15400,15250,15150,15250,14550,14400,14500,14550,14450,14050
7710,7950,8250,404607,355062,943301,324093,200344,254746,249349,3164018,979124,1247797,3179033,7220,7230,7310,7170,7010,7180,7150,7360,7320,7480
24950,25300,25750,2649376,1869407,5272304,2126258,6906445,2365630,1561996,1972335,10132067,3085200,1985675,24500,24100,24550,22750,23550,23400,23300,22800,24200,24600
2555,2630,2720,556951,631371,399969,297543,287637,560851,277458,439722,455260,251411,1898474,2500,2545,2475,2490,2500,2500,2535,2560,2445,2450
20200,20550,21600,217865,178390,160559,242863,123307,134021,113968,84701,212364,202223,352760,19300,19900,20000,20750,20800,20400,20650,20100,18850,19000
2510,2550,2650,6559518,3644653,10907433,6072940,2895763,1995209,2707944,3703133,2305199,2486569,4242127,2840,2705,2715,2495,2405,2360,2375,2430,2405,2425
1465,1530,1670,1275481,1035813,1367052,767542,1037256,959220,1602296,667018,1472951,856402,11339151,1440,1445,1385,1390,1355,1395,1410,1395,1425,1450
3370,3440,3935,18555517,4400250,1146481,817403,646933,606091,492165,805225,622707,487853,12647089,3570,3575,3395,3305,3170,3110,3215,3215,3305,3310
5990,6060,6380,349433,710256,445131,504692,532328,351406,1006781,779382,457306,304654,2018623,5810,5600,5430,5270,5640,5720,5670,5920,5940,5970
14700,14950,15250,962505,1122919,557144,797370,614531,313764,678179,804965,501984,997238,709615,14300,13600,14250,14150,14050,14300,14450,14200,14350,14050
4745,4820,5280,20334618,2108326,12153636,26706925,3904350,5213676,6492985,3705426,1052043,960235,10735956,3935,3890,3955,4205,4620,4570,4625,4665,4665,4650
17150,17400,17450,2055671,2882312,2774250,2824340,3520392,5007477,6079252,3744965,7585935,5199400,8834739,15200,14800,14750,14900,14900,15450,16150,16350,16450,16750
1290,1320,1360,2021656,2403752,1641748,1293561,1437182,1395254,23174990,3147618,3865593,3645676,7578374,1120,1095,1115,1120,1115,1160,1185,1240,1245,1255
3000,3085,3175,2330800,512741,2744855,655913,473947,1106406,479431,321471,715416,865486,2987878,2685,2755,2830,2865,2850,2750,2755,2830,2865,2945
1310,1330,1530,1448009,1001178,2047905,5673415,3412032,3835652,15666827,2302164,3136480,7841239,42734992,1130,1140,1170,1195,1215,1205,1205,1240,1255,1300
4945,4995,5190,856132,1158997,520569,542368,480263,491672,553834,523932,437466,358723,1422775,4770,4865,4735,4875,4745,4800,4865,4840,4840,4885
24200,24750,25500,116053,285314,241892,175523,141879,226729,143983,255363,132108,127838,456927,21400,21700,21700,22150,22500,22750,23350,23650,23900,23900
1840,1870,1923,3110349,3412003,3053799,2188493,1331015,5151412,4161285,5433844,8364660,2166373,5576990,1825,1805,1790,1735,1740,1745,1800,1790,1815,1830
13350,13890,15930,1066782,781398,747179,520081,418263,370181,273158,304264,239411,213425,5577153,13000,13400,13650,13400,13300,13450,13250,13250,13150,13250
5180,5260,5870,304495,669407,632789,294772,213115,753334,527863,340473,290821,626451,11578118,4815,4825,4995,4990,4985,5050,4910,5000,4955,5000
3245,3280,3410,360462,398434,654887,546844,346234,339366,1540728,346612,2392477,354597,2852328,3080,3080,3085,3075,3170,3165,3130,3165,3150,3220
2795,2840,3025,399643,2801402,545139,3861266,684862,465490,252777,337959,453543,497353,7233910,2680,2710,2740,2755,2760,2740,2720,2720,2765,2770
11110,11400,12000,216572,473667,2319042,1173059,649199,383772,217301,564502,370669,409003,1318226,9870,9980,10200,10950,10950,10700,10600,10870,10760,11050
37500,38250,39500,438231,781151,1346923,1443497,737339,676707,425467,715756,455722,552311,1366693,34500,34950,36000,37400,37200,36350,35600,36700,36850,37350
18280,19390,20100,68559,72032,69213,89615,86977,84205,68579,123904,117043,145643,1323892,17950,18000,17750,17500,17300,17400,18000,18040,18270,18140
3220,3280,3450,2681214,6112754,972911,1161373,476161,9668849,6418084,2127904,4129695,2392903,6556918,2885,2920,2915,2795,2795,2885,3030,3075,3090,3115
2640,2700,2880,628949,286377,233039,157697,471438,196895,200226,978511,852637,1204040,3197820,2455,2420,2355,2325,2315,2380,2430,2490,2540,2580
21000,22050,22950,876955,1043072,306938,279798,560907,409859,251387,235463,168614,744548,1762833,19150,20000,19150,19350,19580,20100,20200,20300,19930,20000
5890,6150,6650,303936,230149,519941,215682,197763,378487,264823,329709,174303,187972,3763972,5530,5490,5580,5660,5560,5660,5760,5710,5710,5760
11770,11910,13440,937975,346399,414855,412241,391305,327128,733173,709840,727982,854890,7444140,11100,10950,10910,10900,11110,10970,10840,11270,11330,11470
